concept_id,language_code,concept_international_description
2781321835,ar,نوع من السياحة
2780375031,fy,taal
2777155358,ca,compost químic
2780395437,ar,مرض يصيب الإنسان
21651964,ru,набор поправок к стандарту IEEE 802.11-2007
2776236459,pl,Specjalność medyczna
16757182,he,פעולה מתמטית
39820584,br,kemmadur hin an Douar
62538594,ru,изотоп водорода
2781095387,gl,composto químico
2778597767,la,compositum chemicum
2778447006,nl,programmeertaal
2777114532,ar,جنس من الطيور
2776585123,nds,Sied för en mehrdüdig Begreep op Wikipedia
2776259327,id,senyawa kimia
2994114330,de-at,Wikimedia-Begriffsklärungsseite
2780350996,ja,抗悪性腫瘍剤の一つ
167091322,en,in chemical engineering/systems biology
2778070265,ar,جين من أنواع جينات الإنسان العاقل
2779271837,es,compuesto químico
2779479957,es,compuesto químico
2776656883,nl,geslacht uit de familie Mycosphaerellaceae
2779700264,eu,Marte eta Jupiterren orbiten artean dagoen Eguzki-sistemako gunea
2993921832,zh-hant,維基媒體消歧義頁
2778125517,gl,composto químico
2991710064,pl,"umieszczenie plastikowej rurki, zwanej rurką intubacyjną, w tchawicy pacjenta"
126855140,ar,جين من أنواع جينات الإنسان العاقل
2780807750,en,volumetric proportion of oxygen to other constituents in a breathing gas
522133331,da,styresystem
2778871607,cs,chemická sloučenina
2777411258,et,keemiline ühend
2910080358,he,קבוצת חלבונים הנמצאים בתוך התאים והם קולטנים המופעלים על ידי ההורמון אסטרוגן.
42625924,fy,Wikimedia-betsjuttingsside
2908832724,ms,Laman nyahkekaburan
2778182001,de,Gattung der Familie Wolfsbarsche
2779223538,uk,"місце, яке отримує захист через його визнані природні, екологічні та культурні цінності"
2780965034,cs,přírodní organické látky vznikající rozkladem převážně rostlinných zbytků
2778192920,nl,doorverwijspagina
23987474,az,elm sahəsi
121308736,it,satellite artificiale progettato per telecomunicazioni
2778200459,io,kemiala kompozajo
45555294,tr,iki farklı değeri karşılaştıran matematiksel ilişki
2779554857,uk,хімічна сполука
2776317494,tt-latn,Mäğnälär bite Wikimedia proyektında
145151356,en,type of inertial wave in the atmospheres and oceans of planets that largely owe their properties to rotation of the planet
2777155358,oc,component quimic
2775839202,io,familio di insekti
2780953396,mk,хемиско соединение
2781209916,id,"proses menulis atau memasukkan teks dengan menekan tombol pada papan ketik, mesin tik, ponsel, atau pada kalkulator"
171952454,es,protocolos utilizados para el control de errores en la transmisión de datos
515207424,hu,egy kiló kenyér
2776956118,zh-cn,昆虫一总科
2778603181,gl,composto químico
2780833581,ku,beşek ji rûviya stûr e
2776619502,ar,مركب كيميائي
2778582213,hu,"Erőszakos nevelési módszerekkel ad át eszméket, viselkedési mintázatokat, kognitív stratégiákat"
2778510112,nb,familie av strålefinnefisker
2988483808,vi,Bằng thạc sĩ quản trị kinh doanh
2777265003,id,senyawa kimia
3019480001,zh-cn,维基媒体消歧义页
2909111029,sr,вишезначна одредница на Викимедији
2992919092,fr,type de réseau de transport en commun
2778893608,nn,kjemisk sambinding
2780591471,he,תרכובת
2777498785,fr,médicament
2776952824,nb,kjemisk forbindelse
2910188402,nn,koronavirus som forårsakar sjukdommen alvorleg akutt luftvegssyndrom (sars)
2779965811,ro,compus chimic
2984674859,en,"expansion of auto-oriented, low-density development in suburbs"
521975472,zh,欧洲的研究科目
107513589,ru,короткий период сна
2780161600,hu,"egyértékű, telített alkohol"
84853838,tr,Dünya'nın dönüşünün ortalama hızını yansıtan bir zaman standardı
2994573020,en,Wikimedia disambiguation page
41806617,szl,"nauka, co sie pŏrŏ klasyfikowaniym, katalogowaniym jak tyż ôpisowaniym ôrganizmōw"
2780477052,id,senyawa kimia
2993967602,mzn,ویکی پدیا:گجگجی بیتن
2778553114,en,use of a broad range of information security controls to protect databases
2777989768,io,kemiala kompozajo
2781132042,zh-tw,化合物
2779979206,lzh,維基媒體釋義
2777472216,it,genere di pianta della famiglia Fabaceae
2992560755,es,parte de una planta
559590911,el,Eπισκοπική δικαιοδοσία της Καθολικής Εκκλησίας στη Ρώμη
2909915070,eo,kemia kombinaĵo
2776656118,en,clinic specializing in memory disorder diagnosis and treatment
2777460463,eo,kemia kombinaĵo
149588370,fr,hormone locale
131897561,en,chemical substance whose atoms are bonded by covalent bonds in a continuous network extending throughout the material
2781201647,ar,نوع من القشريات
2909048046,pt-br,composto químico
62126406,en,good with short durability
90915687,de,Geräte für Berechnungen mit Hilfe kontinuierlicher mechanischer oder elektrischer Vorgänge
2985367402,bn,যোগাযোগ নেটওয়ার্ক যেখানে শেষ লিঙ্কটি ওয়্যারলেস
2776870608,nb,slekt av nesledyr
178718744,de,Benutzerschnittstelle von Sprachdialogsystemen
2991926671,as,ৱিকিমিডিয়া দ্ব্যৰ্থতা দূৰীকৰণ পৃষ্ঠা
2910013192,sv,choklad med hög kakaohalt
2908650547,ka,მრავალმნიშვნელოვანი
2780584845,en,"soft bag of some ornamental material, stuffed with wool, hair, feathers, polyester staple fiber, non-woven material, or even paper torn into fragments"
2776157398,he,מערכת ההולכה של שריר הלב
2779034068,sq,komponim kimik
513153333,zh-mo,原子序為13的化學元素
2776124114,pt,composto químico
2780610479,mr,निःसंदिग्धीकरण पाने
2781137540,nl,familie uit de superfamilie Caenophidia
2909834198,ar,مرض يصيب الإنسان
2984431290,it,"diagramma a blocchi usato per rappresentare il flusso di operazioni logiche, di algoritmi o di dati, attraverso l'uso di simboli grafici e forme geometriche interconnesse da linee/segmenti orientati/frecce"
2909791563,hr,razdvojbena stranica na Wikimediji
2778072691,ast,xéneru de pexes
2778659115,ar,مركب كيميائي
105153381,ru,часть культурного наследия Германии и других немецкоязычных стран
2780765865,de-at,Türkisch
2778375661,uk,хімічна сполука
84623179,hi,बहुविकल्पी पृष्ठ
3007834351,zh,引發2019冠狀病毒病的病毒
2781143453,zh-tw,化合物
2911029295,ka,მრავალმნიშვნელოვანი
2909367525,ia,pagina de disambiguation
170401851,ca,dispositiu mecànic que utilitza l' energia de l'aire comprimit per generar força
2780021116,fi,yksi polttiaiseläinten pääjakson luokista
2775905480,uk,хімічна сполука
2777897746,ro,compus chimic
151810110,sv,databas för referens-sekvenser för bland annat gener och proteiner
14179194,he,אפקט מכני קוונטי הפועל בין חלקיקים זהים באופן לא ישיר
2778032725,ar,جنس من الفطريات
2909511222,id,halaman disambiguasi Wikimedia
2776993194,da,"vilde ris, som forekommer i det meste af Europa og dele af Asien"
2776801781,zh,化合物
3017866148,be,"унясенне забруджвальных рэчываў у прыроднае асяроддзе, якія выклікаюць неспрыяльныя змены"
2777625466,de,Art der Gattung Trypanosomen (Trypanosoma)
2779179908,id,senyawa kimia
2776557347,ru,наиболее массовый вид клеток крови
106515295,ast,páxina de dixebra de Wikimedia
2779383672,zh,化合物
65559279,fi,matemaattinen funktio
2908638207,de,vom Zentralnervensystem Signale wegführende Nervenbahn
2776134268,pl,związek chemiczny
2780986378,tr,bilimsel modellerin modellenen fenomen hakkında gerçekleri varsaydığı süreç
2776641283,ml,രാസസം‌യുക്തം
2776371013,pl,występowanie nadmiernego owłosienia typu męskiego u kobiet
47924181,zh-hk,人類染色體
60642223,it,teoria
2776805952,uk,білок-кодуючий ген Homo Sapiens
2778012557,nl,soort uit het geslacht Glyptocephalus
2778230795,es,aumento anormal del volumen de plasma en el organismo
2780996670,arz,جنس من شعاعيات الزعانف
3017984891,ro,pagină de dezambiguizare Wikimedia
2778108642,cs,chemická sloučenina
2778206080,de,"Maiskeimöl ist ein Speiseöl, das aus dem fetthaltigen Keim des Maiskorns gewonnen wird."
2776698055,pl,"stała, zewnętrzna warstwa ciała niebieskiego, odróżniająca się pod względem chemicznym od wnętrza"
2780452897,oc,component quimic
2776477761,nl,Zeldzame ziekte
2777606763,de,chemische Verbindung
2778329614,bn,রাসায়নিক যৌগ
2780420665,ru,химическое соединение
2781333609,en-ca,chemical compound
2992869663,cs,odborník pečující o zdraví lidí
509263881,es,forma de arte que consiste en la creación y modificación de objetos físicos
145108525,hu,mikroprocesszor-sorozat
2908590512,an,compuesto quimico
2779744229,ko,양서류 이상의 척추동물에게 있는 호흡기 기관이다.
2780570943,ro,compus chimic
2780114079,be,сёмая па аддаленасці ад Сонца планета Сонечнай сістэмы
141983124,it,malattia dell'apparato respiratorio: è il sintomo di una respirazione difficoltosa
2993801374,eo,malsano de gastroentera sistemo
189807693,yo,ojúewé ìṣojútùú Wikimedia
2985733770,or,ବହୁବିକଳ୍ପ ପୃଷ୍ଠା
2781423018,fa,تیره‌ای از کرم خاکی
2992019943,fr,institution de soins de santé
2778061373,de,Begriff aus der Psychologie
2985301194,ca,canvi en la mida o forma d'un cos a causa d'esforços interns
2779840497,en,chemical compound
2909762588,an,compuesto quimico
3019144022,or,ବହୁବିକଳ୍ପ ପୃଷ୍ଠା
2778165768,sv,sjukdom som manifesteras i en form av abnorm utveckling av en graviditet
2775960256,ga,géineas baictéar
2910894616,en-gb,Wikimedia disambiguation page
2777300110,en,electric cable designed for use with high voltage (~ over 1 kV)
2778487981,pt-br,composto químico
157709441,ko,함수열이 모든 점에서 “동일한 속도”로 수렴하는 성질
2776312796,hy,բույսերի տեսակ
2777798493,cs,rod ryby
501593827,nl,geneesmiddel
2779502394,bn,রাসায়নিক যৌগ
2776775700,de-ch,chemische Verbindung
108477463,nl,proteïne
2777667943,id,protein
2909360922,cs,chemická sloučenina
2776960383,ko,위키미디어 동음이의어 문서
2983611323,pa,ਵਿਕੀਮੀਡੀਆ ਗੁੰਝਲਖੋਲ੍ਹ ਸਫ਼ਾ
2779155187,oc,component quimic
552438157,fr,crise économique mondiale majeure de 1929 à 1939
121894898,zh,語言分類
98045186,sa,कंप्यूटर प्रोग्रामस्य विशेष चालना
2779198548,en-gb,Wikimedia disambiguation page
2777413986,cs,chemická sloučenina
2910268463,it,condizione a carattere ereditario che interessa i maschi dove si riscontra ipogonadismo di tipo secondario
116544749,cs,konečné stadium vývoje hmyzu
2992994062,en,Wikimedia disambiguation page
2776661851,lv,ķīmisks savienojums
2779224224,de-at,Wikimedia-Begriffsklärungsseite
2777389519,ml,രാസസം‌യുക്തം
3018827896,pl,nowotwór złośliwy
2908795448,fi,reumasairaus
2984876570,es,océano más extenso de la Tierra; separa Asia y Oceanía de América
2779404486,ta,தாவரங்களின் இனங்கள்
56034020,eo,malgrand-angula proksimumado en geometria optiko
2776776789,ia,composito chimic
186362262,de,Programmiersprache
2778563736,id,senyawa kimia
2776486108,cs,chemická sloučenina
2780401358,an,compuesto quimico
2778206080,ml,രാസസം‌യുക്തം
2779832356,ar,مركب كيميائي
2908662056,bn,উদ্ভিদের প্রজাতি
2777535630,zh,化合物
2911203908,fr,maladie systémique auto-immune chronique
2781259782,ast,compuestu químicu
98892162,gl,composto químico
